rid,customer_id,car_vin,date,odometer,complain
1390,58,VDXDF6YV2VP6F0O7,2025-03-05,112913,abs light is on
1391,374,BAYKIS11D2MRMTXJ,2025-05-23,106588,battery keeps dying overnight
1392,27,ZYFGGK82P5YRO1WO,2024-04-01,118975,rough idle at stoplights
1393,433,W0PN524KSKWECY9A,2024-03-06,122818,brakes feel spongy
1394,445,NAAXU3K8JB79YJ65,2025-07-05,204979,abs light is on
1395,99,PWG3XG0TRKY8RYOZ,2023-05-31,116407,car overheating in traffic
1396,275,R9F5IV86ZP1WZ2NA,2024-02-05,97037,clutch pedal feels loose
1397,497,2YGYZTHQSE0KIVWM,2022-10-16,84605,tire pressure warning keeps coming back
1398,169,ZF0P7KB7IYNO667V,2024-12-02,245151,weird vibration at highway speeds
1399,26,7GVLHWXPBRRNTYLV,2020-05-12,9261,ac is blowing warm air
1400,298,WVVSKP30TX8J1CCM,2023-09-18,117334,smell of burning rubber
1401,204,DNGFLYRJ8GOSD3M0,2025-04-07,206989,trunk wont open
1402,368,T8ZGEHUIQSI2FEXT,2022-09-18,213300,engine is making a weird noise
1403,57,NIA2Y7VFHPD6VQ81,2024-03-30,31062,car wont start in the morning
1404,93,OK3ZY5SRO0L9LAYK,2021-10-20,33381,clutch pedal feels loose
1405,110,FZJAHSAO2QWKBSEP,2023-03-05,102301,coolant warning light on
1406,464,81JMBPTPDWR1XFHS,2021-02-27,8307,ac is blowing warm air
1407,163,GQQLYZJ0AEOORBT6,2024-03-15,41305,clutch pedal feels loose
1408,79,3VX4GH0Y3HKK54K4,2020-04-07,89213,door lock is stuck
1409,397,GBSVK3X8MBGL2MCX,2020-05-08,82538,rough idle at stoplights
1410,325,ZXQOMTS1EGPGVTN4,2025-07-24,153905,power windows stopped working
1411,434,DIRL481XLAXHNOC2,2025-11-01,67102,rough idle at stoplights
1412,368,2ZSA6HA3VMOT4SAY,2024-03-26,86226,car pulls to the left when braking
1413,24,HZMJBG3K59S7V55K,2022-04-08,8457,suspension feels bouncy
1414,176,E07FPY1AELDWQXKE,2022-06-19,142927,smell of burning rubber
1415,34,1FS324ERTL15E166,2020-05-02,12208,grinding noise from rear wheels
1416,374,BAYKIS11D2MRMTXJ,2023-07-05,63563,transmission slipping between gears
1417,59,CAG1JDHQW2VGQZDN,2022-07-14,167125,engine is making a weird noise
1418,366,6QEPYOHAKC37WMFP,2024-11-27,32880,grinding noise from rear wheels
1419,172,E5GV7P2A2Q9OJF3C,2023-01-16,87337,squealing noise when turning
1420,245,0Z7Q0I9BL14HOAE5,2025-07-26,139213,trunk wont open
1421,256,9WRR513BB6F05EP4,2025-11-07,31155,fuel efficiency dropped a lot
1422,16,Z0KDN3TN60TLXOUN,2023-10-11,43082,ac is blowing warm air
1423,291,PHWHM54XR8PJPF24,2024-07-13,170632,check engine light came on
1424,2,E0GYAJPGZ6TPBWSX,2022-10-20,38395,check engine light came on
1425,448,TXB1761M3J1HA0W5,2023-03-21,240048,check engine light came on
1426,444,72NS8ERKD0RNGCT2,2025-04-01,199919,headlights are dim
1427,35,3FKEOUBXXQ6MF5QA,2020-11-18,99221,door lock is stuck
1428,22,AA34H8NL9VFRUK94,2022-12-10,221548,car pulls to the left when braking
1429,363,TGDK4SNV9RR49HQW,2025-09-07,207428,abs light is on
1430,146,O7ERC4R6S34A1NFX,2024-08-17,23205,power windows stopped working
1431,275,R9F5IV86ZP1WZ2NA,2021-04-15,191027,smoke coming from under hood
1432,23,R8IQRT007PCEASEH,2021-06-04,156811,car wont start in the morning
1433,314,G770XDHJ5SC36U9C,2023-02-02,207197,car wont start in the morning
1434,6,SF2AALUDHAAHOP0E,2024-04-12,158014,suspension feels bouncy
1435,256,9WRR513BB6F05EP4,2023-08-29,26731,ac is blowing warm air
1436,386,NUSG9L9Q3CYBYC4I,2023-08-15,165300,clutch pedal feels loose
1437,233,M1V395ZDHZ6M9BJU,2023-05-25,84363,ac is blowing warm air
1438,409,918SLOMEYL6SS1A2,2022-11-29,46961,trunk wont open
1439,36,67CSZVUTBT6AO3FJ,2024-05-28,70814,weird vibration at highway speeds
1440,482,BXQJ7DPFSSBJDX0P,2025-03-05,232621,oil leak under the car
1441,390,X1JD3VURR6CG1S2L,2024-02-12,83696,check engine light came on
1442,178,JKS4I2NR1P02JYV6,2021-03-26,224571,tire pressure warning keeps coming back
1443,116,VEZRAD8EJPMLNL7H,2021-09-16,187308,power windows stopped working
1444,88,79OKQBBWBX54QOTV,2021-05-13,170491,tire pressure warning keeps coming back
1445,163,GQQLYZJ0AEOORBT6,2022-10-15,163409,door lock is stuck
1446,151,HZTAY12YIVFQSX50,2024-04-18,6678,brakes feel spongy
1447,133,ZUFDNU4I5YMQT3DG,2021-01-13,124065,smoke coming from under hood
1448,143,G6G04JGSQOF3WGI8,2021-02-21,222794,clutch pedal feels loose
1449,304,T6UR9XRWNNVGQCQN,2023-07-15,197318,smoke coming from under hood
1450,16,Z0KDN3TN60TLXOUN,2023-05-29,237886,radio cuts in and out
1451,480,LM576M2YVP6MPB4D,2022-05-15,151852,steering wheel shakes when braking
1452,180,K4O67BXCD20J1OUL,2022-12-08,62788,brakes feel spongy
1453,301,7V4K88K686QE7AJU,2020-10-12,56905,rough idle at stoplights
1454,249,4SMZOCXMZMZ2K1KO,2021-02-28,229884,steering wheel shakes when braking
1455,4,ZTGBIBF57J2XI3TA,2020-12-17,246599,trunk wont open
1456,276,EV4DH9UGF10OO1PV,2021-04-19,87539,headlights are dim
1457,10,EF2IBNAJFH71UZN4,2023-06-22,5583,steering wheel shakes when braking
1458,440,EH8UXZ3ADHF025LO,2024-01-19,136682,squealing noise when turning
1459,0,IOT860X5ZU2ZUEUG,2023-01-30,200255,suspension feels bouncy
1460,373,3FRB7EI5R8VO4KVF,2021-02-13,123812,steering wheel shakes when braking
1461,33,Q7KA8OBM5RY6Q2M8,2022-05-21,143036,brakes feel spongy
1462,168,NKOWYPSWLDOQ59B9,2022-12-11,32411,suspension feels bouncy
1463,458,CQPHLI5L692TULGE,2023-07-13,76241,car wont start in the morning
1464,12,VRECJTR0M6HZ72KX,2023-09-05,124989,door lock is stuck
1465,154,2ZNTGG50YQL25S8T,2020-08-11,212240,headlights are dim
1466,200,84P4K9DXOQ8JXLFI,2022-05-29,63322,smoke coming from under hood
1467,440,EH8UXZ3ADHF025LO,2025-11-21,72704,headlights are dim
1468,1,J014GVE4ZTJ1KM98,2022-10-08,65206,fuel efficiency dropped a lot
1469,416,8VGZSXJZVUV3CB0I,2023-03-29,108070,brakes feel spongy
1470,247,7UXHVDHGUESXNU4V,2020-10-17,83763,engine is making a weird noise
1471,117,JR211PV58Y9N81DJ,2021-11-18,63758,squealing noise when turning
1472,440,EH8UXZ3ADHF025LO,2020-09-24,66274,trunk wont open
1473,83,A70TGO5AWLGITIZ7,2025-06-25,96142,tire pressure warning keeps coming back
1474,320,74QR14VUYV2EMY9T,2020-05-28,27960,brakes feel spongy
1475,296,U8BWAUFXQP6XGHU9,2024-07-21,162957,windshield wipers not working
1476,292,FANS0GNH8S2GT30G,2021-01-22,111693,transmission slipping between gears
1477,150,VWOZQXIWE6RGL7JY,2020-06-02,108852,power windows stopped working
1478,68,CD3IRVXD2ZU4NS7N,2023-02-24,21104,headlights are dim
1479,79,7284JC755OTS42KQ,2025-03-15,109859,fuel efficiency dropped a lot
1480,17,5PNEDL60YOKR78L1,2025-10-26,104240,grinding noise from rear wheels
1481,20,IDUWETOWTK4KL9FG,2025-10-17,71145,brakes feel spongy
1482,466,EC275JT660J08XTR,2022-10-06,240453,power windows stopped working
1483,416,8VGZSXJZVUV3CB0I,2025-02-10,19039,suspension feels bouncy
1484,466,EC275JT660J08XTR,2020-10-21,202523,headlights are dim
1485,480,HYVNI8E61493685E,2025-05-22,176400,exhaust is louder than usual
1486,151,HZTAY12YIVFQSX50,2022-03-19,161111,suspension feels bouncy
1487,45,LNKKUO4JH9JPDMN1,2025-12-01,121431,car pulls to the left when braking
1488,420,V47LZN9UHJPKHF33,2021-03-12,120959,grinding noise from rear wheels
1489,9,V4DC0FP672ZFBQBK,2023-02-12,14571,fuel efficiency dropped a lot
1490,133,ZUFDNU4I5YMQT3DG,2021-01-15,246674,battery keeps dying overnight
1491,124,9VVN5X48PW5K0JJS,2023-12-31,27578,exhaust is louder than usual
1492,226,T8LI72W4OEBMQPJB,2023-02-18,122372,oil leak under the car
1493,276,EV4DH9UGF10OO1PV,2025-10-26,179478,steering wheel shakes when braking
1494,90,MQADW9UFZDEPCGWL,2023-11-03,188849,car overheating in traffic
1495,468,EWDS0HPRWZBYWWIM,2021-03-22,153779,car wont start in the morning
1496,47,BZPE8M3RKL39VEL0,2022-05-14,219576,radio cuts in and out
1497,278,XYWWSTIO1K7F5OA3,2020-01-06,68911,abs light is on
1498,294,3O1BLOG0NQ4I6R8S,2022-01-07,166792,power windows stopped working
1499,205,YE71TWD96HHWMF1G,2022-05-28,96221,radio cuts in and out
